Date,Open,High,Low,Close,Adj Close,Volume
2020-02-07,154.550003,155.539993,152.919998,153.410004,153.410004,6423400
2020-02-10,152.970001,154.440002,151.580002,154.429993,154.429993,5239800
2020-02-11,155.119995,155.220001,152.729996,153.479996,153.479996,3835100
2020-02-12,153.750000,155.600006,153.520004,155.309998,155.309998,4437800
2020-02-13,154.369995,154.830002,153.410004,154.309998,154.309998,3820700
2020-02-14,154.419998,154.559998,149.770004,150.699997,150.699997,6099200
2020-02-18,149.789993,151.380005,149.639999,151.100006,151.100006,3343000
2020-02-19,151.539993,151.889999,150.309998,150.860001,150.860001,2732900
2020-02-20,150.809998,151.619995,149.509995,151.220001,151.220001,2880500
2020-02-21,151.039993,151.039993,148.839996,149.839996,149.839996,3536900
2020-02-24,145.509995,148.050003,145.380005,146.429993,146.429993,5452400
2020-02-25,146.509995,147.070007,141.259995,141.710007,141.710007,6211500
2020-02-26,142.899994,144.059998,139.600006,139.750000,139.750000,5407900
2020-02-27,137.240005,138.690002,133.009995,133.110001,133.110001,8421100
2020-02-28,129.979996,131.089996,126.360001,130.149994,130.149994,13012200
2020-03-02,130.750000,134.440002,127.949997,134.300003,134.300003,8531400
2020-03-03,134.479996,136.100006,127.800003,128.899994,128.899994,7896100
2020-03-04,131.580002,134.279999,129.000000,134.220001,134.220001,4996400
2020-03-05,130.500000,132.289993,128.449997,129.550003,129.550003,5446200
2020-03-06,126.699997,128.330002,124.519997,127.730003,127.730003,8193300
2020-03-09,120.160004,122.410004,117.279999,117.809998,117.809998,10757500
2020-03-10,122.779999,124.879997,115.760002,124.769997,124.769997,11410700
2020-03-11,121.010002,122.580002,116.379997,117.970001,117.970001,8446500
2020-03-12,109.650002,109.800003,102.279999,102.809998,102.809998,12512700
2020-03-13,108.680000,109.160004,100.809998,107.949997,107.949997,12502100
2020-03-16,98.000000,107.410004,95.000000,99.080002,99.080002,10568000
2020-03-17,100.610001,107.400002,97.099998,106.650002,106.650002,9258300
2020-03-18,99.410004,106.930000,99.400002,103.550003,103.550003,8772500
2020-03-19,102.330002,103.690002,98.239998,100.339996,100.339996,8396500
2020-03-20,100.919998,100.989998,94.709999,95.389999,95.389999,10546500
2020-03-23,94.599998,97.739998,90.559998,94.769997,94.769997,9729400
2020-03-24,99.989998,106.040001,99.260002,105.480003,105.480003,7973900
2020-03-25,105.480003,112.480003,102.830002,105.849998,105.849998,8654000
2020-03-26,106.910004,113.150002,105.570000,112.889999,112.889999,7153500
2020-03-27,108.580002,111.500000,107.650002,108.029999,108.029999,6423000
2020-03-30,108.089996,113.459999,107.809998,112.930000,112.930000,5564500
2020-03-31,112.000000,113.809998,110.169998,110.930000,110.930000,6343300
2020-04-01,106.360001,109.919998,104.519997,105.139999,105.139999,6111900
