Date,Open,High,Low,Close,Adj Close,Volume
2019-04-02,115.669998,115.910004,115.300003,115.809998,114.253258,582000
2019-04-03,116.669998,116.989998,116.400002,116.430000,114.864929,688800
2019-04-04,117.239998,117.360001,115.760002,115.949997,114.391380,1130800
2019-04-05,114.500000,115.040001,114.470001,114.610001,113.069397,686600
2019-04-08,114.370003,114.949997,113.769997,114.930000,113.385094,868500
2019-04-09,111.400002,111.480003,110.279999,110.370003,108.886391,1094500
2019-04-10,111.930000,112.389999,111.610001,112.269997,110.760849,834100
2019-04-11,112.180000,112.389999,111.849998,112.330002,110.820045,508100
2019-04-12,112.660004,112.660004,112.180000,112.320000,110.810173,354100
2019-04-15,112.260002,113.120003,112.220001,112.800003,111.283730,638000
2019-04-16,112.220001,112.250000,111.099998,111.199997,109.705231,1081400
2019-04-17,112.800003,112.800003,112.010002,112.309998,110.800308,881000
2019-04-18,112.800003,113.349998,112.480003,112.970001,111.451439,485500
2019-04-22,112.650002,114.000000,112.650002,113.790001,112.260414,418100
2019-04-23,113.540001,114.900002,113.519997,114.800003,113.256844,770700
2019-04-24,125.820000,130.160004,125.610001,129.080002,127.344887,4694100
2019-04-25,127.059998,129.289993,126.860001,129.050003,127.315292,2788400
2019-04-26,128.520004,128.529999,127.419998,127.480003,125.766396,1387200
2019-04-29,127.059998,129.199997,127.019997,129.050003,127.315292,1894800
2019-04-30,127.529999,128.899994,127.529999,128.860001,127.127846,903600
2019-05-01,129.059998,129.949997,127.830002,127.860001,126.141289,748600
2019-05-02,127.070000,127.500000,125.650002,125.980003,124.286560,721500
2019-05-03,126.489998,127.529999,126.110001,127.400002,125.687469,441100
2019-05-06,125.220001,126.559998,125.080002,126.419998,124.720642,408300
2019-05-07,124.839996,125.050003,122.760002,123.470001,121.810295,707500
2019-05-08,123.730003,124.760002,123.480003,124.300003,122.629143,674200
2019-05-09,124.300003,124.699997,123.209999,124.370003,122.698204,1096600
2019-05-10,124.760002,125.800003,123.389999,125.750000,124.059647,867400
2019-05-13,124.370003,124.639999,123.150002,123.239998,121.583389,509500
2019-05-14,123.639999,125.680000,123.589996,125.199997,123.517036,924700
2019-05-15,124.400002,126.860001,124.370003,126.169998,124.473999,936900
2019-05-16,127.720001,130.110001,127.680000,129.110001,129.110001,751500
2019-05-17,128.139999,128.669998,127.220001,127.360001,127.360001,455500
2019-05-20,124.779999,125.730003,124.279999,125.190002,125.190002,1040200
2019-05-21,127.279999,127.709999,126.660004,126.910004,126.910004,705600
2019-05-22,127.959999,129.000000,127.709999,128.699997,128.699997,695600
2019-05-23,126.970001,127.010002,125.910004,126.599998,126.599998,431200
2019-05-24,127.610001,127.919998,127.269997,127.510002,127.510002,271200
2019-05-28,126.629997,127.470001,125.959999,126.000000,126.000000,500500
2019-05-29,124.940002,124.940002,123.599998,124.250000,124.250000,640000
2019-05-30,124.199997,125.269997,124.150002,124.919998,124.919998,405100
2019-05-31,123.309998,123.500000,122.860001,123.080002,123.080002,684300
2019-06-03,124.430000,124.699997,122.120003,122.839996,122.839996,970500
2019-06-04,123.989998,125.879997,123.239998,125.830002,125.830002,1238500
2019-06-05,127.260002,127.300003,125.629997,126.260002,126.260002,813900
2019-06-06,125.480003,126.839996,125.160004,126.489998,126.489998,914600
2019-06-07,128.240005,129.800003,127.970001,129.639999,129.639999,808100
2019-06-10,129.770004,130.669998,129.419998,129.429993,129.429993,348600
2019-06-11,129.580002,129.699997,127.760002,128.380005,128.380005,562000
2019-06-12,127.779999,128.669998,127.760002,128.309998,128.309998,899900
2019-06-13,129.369995,129.380005,128.399994,128.809998,128.809998,451700
2019-06-14,128.080002,128.169998,127.389999,127.650002,127.650002,426600
2019-06-17,128.610001,129.160004,128.309998,128.460007,128.460007,516700
2019-06-18,131.630005,132.419998,131.089996,131.770004,131.770004,921900
2019-06-19,131.130005,131.960007,130.699997,131.839996,131.839996,430100
2019-06-20,134.679993,134.800003,133.270004,134.399994,134.399994,908200
2019-06-21,133.970001,134.479996,133.419998,134.350006,134.350006,1456100
2019-06-24,135.330002,135.399994,134.699997,134.929993,134.929993,715600
2019-06-25,136.130005,136.149994,132.919998,133.009995,133.009995,677800
2019-06-26,133.949997,135.050003,133.809998,134.029999,134.029999,3671600
2019-06-27,133.669998,134.949997,133.460007,134.679993,134.679993,1819600
2019-06-28,135.940002,137.490005,135.759995,136.800003,136.800003,3042600
2019-07-01,138.699997,139.009995,137.940002,138.300003,138.300003,2370200
2019-07-02,138.460007,139.589996,138.429993,139.350006,139.350006,993200
2019-07-03,140.279999,140.619995,139.850006,140.179993,140.179993,1097000
2019-07-05,138.039993,138.279999,137.089996,138.160004,138.160004,472200
2019-07-08,138.320007,138.710007,137.949997,138.479996,138.479996,477100
2019-07-09,137.570007,138.350006,137.440002,138.279999,138.279999,471600
2019-07-10,137.570007,138.369995,137.199997,137.660004,137.660004,675900
2019-07-11,136.949997,137.490005,136.399994,137.419998,137.419998,525600
2019-07-12,136.250000,136.910004,136.039993,136.770004,136.770004,486500
2019-07-15,136.820007,137.350006,136.500000,137.130005,137.130005,384000
2019-07-16,135.309998,136.080002,134.940002,135.119995,135.119995,595700
2019-07-17,135.679993,136.020004,133.949997,134.220001,134.220001,735500
2019-07-18,126.760002,128.410004,125.610001,127.419998,127.419998,3230700
2019-07-19,126.180000,126.360001,124.470001,124.629997,124.629997,1481700
2019-07-22,125.839996,125.980003,124.529999,124.830002,124.830002,1492400
2019-07-23,125.110001,125.769997,124.610001,125.629997,125.629997,871000
2019-07-24,127.279999,127.639999,126.769997,127.610001,127.610001,748300
2019-07-25,126.800003,126.849998,125.110001,125.389999,125.389999,669900
2019-07-26,126.870003,127.250000,126.720001,126.989998,126.989998,366900
2019-07-29,127.620003,127.620003,126.190002,126.430000,126.430000,440500
2019-07-30,123.849998,124.029999,122.589996,123.000000,123.000000,708000
2019-07-31,124.269997,124.839996,122.089996,123.029999,123.029999,465100
2019-08-01,123.570000,125.360001,122.610001,123.070000,123.070000,618700
2019-08-02,122.570000,122.720001,121.199997,121.680000,121.680000,656800
2019-08-05,120.019997,120.150002,117.870003,118.730003,118.730003,759600
2019-08-06,117.940002,118.519997,116.489998,117.650002,117.650002,921500
2019-08-07,119.010002,120.529999,118.300003,120.470001,120.470001,1024900
2019-08-08,120.790001,121.820000,120.680000,121.519997,121.519997,475900
2019-08-09,119.360001,120.070000,118.559998,119.750000,119.750000,403000
2019-08-12,119.489998,119.949997,118.790001,119.099998,119.099998,240900
2019-08-13,118.790001,121.459999,118.570000,120.930000,120.930000,681900
2019-08-14,117.580002,118.070000,116.559998,116.870003,116.870003,776700
2019-08-15,117.480003,118.360001,116.629997,117.160004,117.160004,589600
2019-08-16,117.940002,119.400002,117.930000,118.980003,118.980003,295800
2019-08-19,120.250000,120.260002,119.480003,119.699997,119.699997,279400
2019-08-20,118.879997,118.980003,117.940002,117.989998,117.989998,341500
2019-08-21,121.480003,121.900002,120.989998,121.239998,121.239998,639100
2019-08-22,120.180000,120.379997,118.750000,119.470001,119.470001,348800
2019-08-23,119.239998,120.190002,117.320000,117.519997,117.519997,393400
2019-08-26,118.699997,118.860001,118.019997,118.800003,118.800003,329500
2019-08-27,120.930000,121.129997,119.239998,119.949997,119.949997,447500
2019-08-28,118.230003,118.949997,117.410004,118.410004,118.410004,461700
2019-08-29,119.599998,120.300003,119.330002,119.879997,119.879997,322700
2019-08-30,120.779999,120.849998,118.599998,119.150002,119.150002,598100
2019-09-03,118.809998,119.190002,118.089996,118.309998,118.309998,514500
2019-09-04,119.820000,120.660004,119.510002,120.550003,120.550003,532600
2019-09-05,122.709999,123.589996,122.410004,123.300003,123.300003,568700
2019-09-06,122.820000,123.099998,121.830002,121.940002,121.940002,329100
2019-09-09,122.559998,122.660004,121.070000,121.559998,121.559998,513400
2019-09-10,119.480003,120.779999,118.910004,120.779999,120.779999,600900
2019-09-11,120.000000,120.419998,119.559998,119.930000,119.930000,1057800
2019-09-12,120.540001,121.339996,120.070000,120.879997,120.879997,492000
2019-09-13,119.970001,120.040001,118.849998,118.959999,118.959999,525900
